data\cghd_text\cghd_017854.png	4148
data\cghd_text\cghd_008654.png	22
data\cghd_text\cghd_009700.png	7915
data\cghd_text\cghd_032534.png	0V
data\cghd_text\cghd_007574.png	27K412
data\cghd_text\cghd_021113.png	8
data\cghd_text\cghd_008385.png	12
data\cghd_text\cghd_029647.png	K1
data\cghd_text\cghd_003319.png	0.4
data\cghd_text\cghd_023710.png	10K
data\cghd_text\cghd_033485.png	3
data\cghd_text\cghd_002459.png	27K
data\cghd_text\cghd_016767.png	19
data\cghd_text\cghd_025543.png	+3.7V
data\cghd_text\cghd_002951.png	20Ω
data\cghd_text\cghd_031111.png	500mA
data\cghd_text\cghd_004887.png	10K
data\cghd_text\cghd_016190.png	25
data\cghd_text\cghd_021922.png	V5
data\cghd_text\cghd_034155.png	100
data\cghd_text\cghd_027368.png	470
data\cghd_text\cghd_003618.png	4
data\cghd_text\cghd_033468.png	12V
data\cghd_text\cghd_002916.png	25V
data\cghd_text\cghd_022008.png	35
data\cghd_text\cghd_000417.png	A0.2
data\cghd_text\cghd_000089.png	+
data\cghd_text\cghd_007684.png	100n
data\cghd_text\cghd_010833.png	+
data\cghd_text\cghd_015750.png	3
data\cghd_text\cghd_030576.png	2
data\cghd_text\cghd_022551.png	1MΩ
data\cghd_text\cghd_006805.png	4M7
data\cghd_text\cghd_029830.png	+
data\cghd_text\cghd_016264.png	2
data\cghd_text\cghd_017961.png	9
data\cghd_text\cghd_001291.png	-
data\cghd_text\cghd_005255.png	-
data\cghd_text\cghd_009678.png	10K
data\cghd_text\cghd_013426.png	2
data\cghd_text\cghd_032194.png	1n
data\cghd_text\cghd_011728.png	12KΩ
data\cghd_text\cghd_006608.png	4
data\cghd_text\cghd_017142.png	4
data\cghd_text\cghd_027246.png	1MΩ
data\cghd_text\cghd_008617.png	2
data\cghd_text\cghd_025492.png	+5V
data\cghd_text\cghd_006545.png	2
data\cghd_text\cghd_019955.png	V+
data\cghd_text\cghd_006509.png	4
data\cghd_text\cghd_016309.png	21
data\cghd_text\cghd_003482.png	2A
data\cghd_text\cghd_025715.png	5V
data\cghd_text\cghd_003735.png	7
data\cghd_text\cghd_009263.png	14
data\cghd_text\cghd_003857.png	1M
data\cghd_text\cghd_020240.png	2n2
data\cghd_text\cghd_023552.png	10kΩ
data\cghd_text\cghd_016763.png	4
data\cghd_text\cghd_003437.png	2000uF
data\cghd_text\cghd_034042.png	100
data\cghd_text\cghd_027218.png	10KΩ
data\cghd_text\cghd_013724.png	+12V
data\cghd_text\cghd_004494.png	10K
data\cghd_text\cghd_032435.png	100Ω
data\cghd_text\cghd_033795.png	1A
data\cghd_text\cghd_020407.png	7
data\cghd_text\cghd_008846.png	20
data\cghd_text\cghd_034928.png	2004
data\cghd_text\cghd_033662.png	3
data\cghd_text\cghd_003308.png	0.4
data\cghd_text\cghd_021681.png	1K
data\cghd_text\cghd_013791.png	17
data\cghd_text\cghd_009866.png	6.8K
data\cghd_text\cghd_000304.png	3
data\cghd_text\cghd_020654.png	33pF
data\cghd_text\cghd_022470.png	1.1K
data\cghd_text\cghd_022780.png	15k
data\cghd_text\cghd_006733.png	0V
data\cghd_text\cghd_005017.png	560
data\cghd_text\cghd_022998.png	3.3u
data\cghd_text\cghd_034516.png	600K
data\cghd_text\cghd_008281.png	6
data\cghd_text\cghd_017933.png	1
data\cghd_text\cghd_004049.png	10
data\cghd_text\cghd_034501.png	H21A1
data\cghd_text\cghd_014559.png	30pF
data\cghd_text\cghd_031718.png	330pF
data\cghd_text\cghd_003794.png	100u
data\cghd_text\cghd_022601.png	22KΩ
data\cghd_text\cghd_001580.png	+5...30V
data\cghd_text\cghd_000646.png	100Ω
data\cghd_text\cghd_027397.png	20mA
data\cghd_text\cghd_021416.png	-5V
data\cghd_text\cghd_031564.png	-
data\cghd_text\cghd_033017.png	220Ω
data\cghd_text\cghd_001571.png	2
data\cghd_text\cghd_032755.png	8
data\cghd_text\cghd_001592.png	1
data\cghd_text\cghd_020418.png	6
data\cghd_text\cghd_017522.png	+5
data\cghd_text\cghd_025272.png	m1
data\cghd_text\cghd_008381.png	23
data\cghd_text\cghd_020982.png	13
data\cghd_text\cghd_028722.png	+5V
data\cghd_text\cghd_012294.png	10
data\cghd_text\cghd_001224.png	1
data\cghd_text\cghd_025956.png	0Ω
data\cghd_text\cghd_021316.png	4
data\cghd_text\cghd_031553.png	+
data\cghd_text\cghd_012012.png	47KΩ
data\cghd_text\cghd_004035.png	6
data\cghd_text\cghd_005537.png	50nV
data\cghd_text\cghd_016535.png	3
data\cghd_text\cghd_019323.png	6A4
data\cghd_text\cghd_032150.png	10M
data\cghd_text\cghd_024054.png	0V
data\cghd_text\cghd_006920.png	+
data\cghd_text\cghd_004299.png	5V
data\cghd_text\cghd_023827.png	56k
data\cghd_text\cghd_007350.png	33KΩ
data\cghd_text\cghd_032597.png	220Ω
data\cghd_text\cghd_000626.png	680Ω
data\cghd_text\cghd_031391.png	100pF
data\cghd_text\cghd_026607.png	4
data\cghd_text\cghd_030087.png	24
data\cghd_text\cghd_031525.png	0.047
data\cghd_text\cghd_031066.png	+
data\cghd_text\cghd_005402.png	5
data\cghd_text\cghd_006174.png	10K
data\cghd_text\cghd_024579.png	7
data\cghd_text\cghd_011771.png	4.22KΩ
data\cghd_text\cghd_016062.png	21
data\cghd_text\cghd_029536.png	1K
data\cghd_text\cghd_011230.png	470
data\cghd_text\cghd_004384.png	10K
data\cghd_text\cghd_022504.png	10kΩ
data\cghd_text\cghd_029097.png	7
data\cghd_text\cghd_014210.png	34
data\cghd_text\cghd_011070.png	470
data\cghd_text\cghd_017174.png	1
data\cghd_text\cghd_019541.png	10V
data\cghd_text\cghd_017048.png	5
data\cghd_text\cghd_023849.png	120k
data\cghd_text\cghd_014939.png	100pF
data\cghd_text\cghd_009529.png	V+
data\cghd_text\cghd_031079.png	V3
data\cghd_text\cghd_009771.png	M1
data\cghd_text\cghd_001498.png	3
data\cghd_text\cghd_026995.png	10n
data\cghd_text\cghd_034734.png	14
data\cghd_text\cghd_005472.png	-
data\cghd_text\cghd_010030.png	5V
data\cghd_text\cghd_019289.png	1
data\cghd_text\cghd_016493.png	2
data\cghd_text\cghd_012568.png	11
data\cghd_text\cghd_033654.png	100KΩ
data\cghd_text\cghd_004224.png	4.7K
data\cghd_text\cghd_010226.png	7
data\cghd_text\cghd_011283.png	100KΩ
data\cghd_text\cghd_032544.png	100kΩ
data\cghd_text\cghd_022725.png	100K
data\cghd_text\cghd_007414.png	1K
data\cghd_text\cghd_008153.png	+9V
data\cghd_text\cghd_024038.png	2KΩ
data\cghd_text\cghd_032804.png	10KΩ
data\cghd_text\cghd_000135.png	22nF
data\cghd_text\cghd_034125.png	100K
data\cghd_text\cghd_000587.png	1KΩ
data\cghd_text\cghd_006244.png	18V
data\cghd_text\cghd_017400.png	470
data\cghd_text\cghd_027303.png	10KΩ
data\cghd_text\cghd_024800.png	10K
data\cghd_text\cghd_010558.png	100
data\cghd_text\cghd_029229.png	3.3KΩ
data\cghd_text\cghd_000461.png	20
data\cghd_text\cghd_031131.png	50V
data\cghd_text\cghd_012225.png	5
data\cghd_text\cghd_023942.png	20KΩ
data\cghd_text\cghd_034585.png	100K
data\cghd_text\cghd_017490.png	3
data\cghd_text\cghd_001236.png	330
data\cghd_text\cghd_000152.png	470K
data\cghd_text\cghd_012560.png	+2.5V
data\cghd_text\cghd_015643.png	36
data\cghd_text\cghd_014058.png	2
data\cghd_text\cghd_031693.png	8.2K
data\cghd_text\cghd_014070.png	9
data\cghd_text\cghd_020758.png	5
data\cghd_text\cghd_014211.png	34
data\cghd_text\cghd_020135.png	7
data\cghd_text\cghd_004240.png	5V
data\cghd_text\cghd_002884.png	5
data\cghd_text\cghd_025550.png	+3.7V
data\cghd_text\cghd_025020.png	1
data\cghd_text\cghd_025729.png	5V
data\cghd_text\cghd_016042.png	3
data\cghd_text\cghd_005191.png	V1
data\cghd_text\cghd_025050.png	39KΩ
data\cghd_text\cghd_018883.png	100K
data\cghd_text\cghd_005524.png	100K
data\cghd_text\cghd_025347.png	4K7
data\cghd_text\cghd_024942.png	Ω
data\cghd_text\cghd_006861.png	1
data\cghd_text\cghd_008962.png	19
data\cghd_text\cghd_014812.png	1.5MΩ
data\cghd_text\cghd_000154.png	9V
data\cghd_text\cghd_001900.png	6
data\cghd_text\cghd_020791.png	14
data\cghd_text\cghd_010269.png	1K
data\cghd_text\cghd_005794.png	8
data\cghd_text\cghd_020677.png	+3
data\cghd_text\cghd_035242.png	1.2K
data\cghd_text\cghd_015977.png	1
data\cghd_text\cghd_002648.png	100
data\cghd_text\cghd_034959.png	8
data\cghd_text\cghd_005909.png	1K
data\cghd_text\cghd_023451.png	10kΩ
data\cghd_text\cghd_028258.png	+5V
data\cghd_text\cghd_010367.png	M2
data\cghd_text\cghd_004693.png	7.6K
data\cghd_text\cghd_014993.png	22pF
data\cghd_text\cghd_029708.png	20
data\cghd_text\cghd_029256.png	4Ω
data\cghd_text\cghd_018658.png	3300
data\cghd_text\cghd_013408.png	14
data\cghd_text\cghd_011228.png	470
data\cghd_text\cghd_006563.png	5
data\cghd_text\cghd_004501.png	3V
data\cghd_text\cghd_035249.png	A
data\cghd_text\cghd_027991.png	2
data\cghd_text\cghd_028535.png	+5V
data\cghd_text\cghd_001771.png	9V
data\cghd_text\cghd_013536.png	1
data\cghd_text\cghd_009776.png	M1
data\cghd_text\cghd_017361.png	9
data\cghd_text\cghd_012506.png	+5V
data\cghd_text\cghd_022305.png	2.5K
data\cghd_text\cghd_028426.png	12
data\cghd_text\cghd_033771.png	100KΩ
data\cghd_text\cghd_016399.png	16
data\cghd_text\cghd_006374.png	1
data\cghd_text\cghd_029144.png	1
data\cghd_text\cghd_034424.png	3
data\cghd_text\cghd_002333.png	10Ω
data\cghd_text\cghd_020337.png	6
data\cghd_text\cghd_030942.png	24
data\cghd_text\cghd_019015.png	6
data\cghd_text\cghd_019122.png	13
data\cghd_text\cghd_020787.png	4
data\cghd_text\cghd_028389.png	5
data\cghd_text\cghd_001758.png	1K
data\cghd_text\cghd_015418.png	+5V
data\cghd_text\cghd_003859.png	11
data\cghd_text\cghd_027892.png	10K
data\cghd_text\cghd_015196.png	4
data\cghd_text\cghd_009635.png	1M
data\cghd_text\cghd_019187.png	12
data\cghd_text\cghd_008538.png	7
data\cghd_text\cghd_012179.png	9
data\cghd_text\cghd_010856.png	-
data\cghd_text\cghd_029060.png	V2
data\cghd_text\cghd_025824.png	+13V
data\cghd_text\cghd_013778.png	4
data\cghd_text\cghd_010062.png	1K
data\cghd_text\cghd_028555.png	270K
data\cghd_text\cghd_024386.png	K1
data\cghd_text\cghd_007318.png	1nF
data\cghd_text\cghd_033106.png	5
data\cghd_text\cghd_007282.png	1nF
data\cghd_text\cghd_002926.png	F
data\cghd_text\cghd_021444.png	7
data\cghd_text\cghd_010998.png	+5V
data\cghd_text\cghd_033355.png	10n
data\cghd_text\cghd_022272.png	2.5K
data\cghd_text\cghd_031028.png	-
data\cghd_text\cghd_005998.png	10K
data\cghd_text\cghd_029904.png	F2
data\cghd_text\cghd_024999.png	50KΩ
data\cghd_text\cghd_018318.png	11
data\cghd_text\cghd_026487.png	47K
data\cghd_text\cghd_023762.png	10n
data\cghd_text\cghd_031643.png	680K
data\cghd_text\cghd_024278.png	Ω
data\cghd_text\cghd_004192.png	12V
data\cghd_text\cghd_015426.png	V0
data\cghd_text\cghd_003198.png	300Ω
data\cghd_text\cghd_009626.png	47pF
data\cghd_text\cghd_005935.png	+12V
data\cghd_text\cghd_035093.png	7
data\cghd_text\cghd_028720.png	+5V
data\cghd_text\cghd_021548.png	100
data\cghd_text\cghd_027546.png	+9V
data\cghd_text\cghd_005570.png	2.2K
data\cghd_text\cghd_027702.png	++9V
data\cghd_text\cghd_009836.png	8
data\cghd_text\cghd_033970.png	100
data\cghd_text\cghd_011747.png	3KΩ
data\cghd_text\cghd_022015.png	15
data\cghd_text\cghd_030823.png	47V
data\cghd_text\cghd_029705.png	F2
data\cghd_text\cghd_015588.png	3
data\cghd_text\cghd_025719.png	3.3V
data\cghd_text\cghd_020916.png	+5V
data\cghd_text\cghd_017518.png	14
data\cghd_text\cghd_022489.png	1.5K
data\cghd_text\cghd_034004.png	100
data\cghd_text\cghd_032262.png	5
data\cghd_text\cghd_023807.png	6k8
data\cghd_text\cghd_011244.png	4
data\cghd_text\cghd_006223.png	3K3
data\cghd_text\cghd_026739.png	470VV
data\cghd_text\cghd_031769.png	+12V
data\cghd_text\cghd_023202.png	68k
data\cghd_text\cghd_019104.png	6
data\cghd_text\cghd_001157.png	1
data\cghd_text\cghd_024141.png	20Ω
data\cghd_text\cghd_012722.png	100KΩ
data\cghd_text\cghd_013257.png	12
data\cghd_text\cghd_013715.png	10K
data\cghd_text\cghd_029717.png	K2
data\cghd_text\cghd_008500.png	4
data\cghd_text\cghd_009686.png	-
data\cghd_text\cghd_016297.png	14
data\cghd_text\cghd_021476.png	3
data\cghd_text\cghd_000834.png	15Ω
data\cghd_text\cghd_023635.png	10K
data\cghd_text\cghd_035065.png	1
data\cghd_text\cghd_022307.png	-6
data\cghd_text\cghd_010472.png	100
data\cghd_text\cghd_033357.png	1
data\cghd_text\cghd_013241.png	21
data\cghd_text\cghd_019661.png	+
data\cghd_text\cghd_026543.png	+13V
data\cghd_text\cghd_026291.png	160V
data\cghd_text\cghd_028092.png	220K
data\cghd_text\cghd_026392.png	7
data\cghd_text\cghd_001860.png	82Ω
data\cghd_text\cghd_029480.png	0V
data\cghd_text\cghd_007874.png	3
data\cghd_text\cghd_025083.png	A
data\cghd_text\cghd_016950.png	14
data\cghd_text\cghd_004912.png	7
data\cghd_text\cghd_006172.png	6
data\cghd_text\cghd_009790.png	2
data\cghd_text\cghd_021347.png	10
data\cghd_text\cghd_029241.png	6Ω
data\cghd_text\cghd_034830.png	7
data\cghd_text\cghd_023301.png	8
data\cghd_text\cghd_021499.png	+5V
data\cghd_text\cghd_008557.png	17
data\cghd_text\cghd_009072.png	18
data\cghd_text\cghd_028229.png	1
data\cghd_text\cghd_010654.png	9
data\cghd_text\cghd_020991.png	1
data\cghd_text\cghd_009059.png	4
data\cghd_text\cghd_011019.png	1
data\cghd_text\cghd_002091.png	100nF
data\cghd_text\cghd_035321.png	8
data\cghd_text\cghd_003542.png	100n
data\cghd_text\cghd_022426.png	10K
data\cghd_text\cghd_009780.png	M3
data\cghd_text\cghd_009262.png	15
data\cghd_text\cghd_019957.png	1
data\cghd_text\cghd_019456.png	8V2
data\cghd_text\cghd_021212.png	14
data\cghd_text\cghd_018397.png	7
data\cghd_text\cghd_012262.png	15
data\cghd_text\cghd_027504.png	+9V
data\cghd_text\cghd_027632.png	7
data\cghd_text\cghd_021704.png	3.3V
data\cghd_text\cghd_016761.png	1
data\cghd_text\cghd_000240.png	330Ω
data\cghd_text\cghd_033705.png	2K2
data\cghd_text\cghd_019152.png	6A4
data\cghd_text\cghd_013013.png	1
data\cghd_text\cghd_020434.png	4
data\cghd_text\cghd_027011.png	+9V
data\cghd_text\cghd_017060.png	1
data\cghd_text\cghd_022190.png	+5V
data\cghd_text\cghd_009900.png	+
data\cghd_text\cghd_015292.png	+5V
data\cghd_text\cghd_007150.png	1K
data\cghd_text\cghd_008257.png	22
data\cghd_text\cghd_015040.png	2
data\cghd_text\cghd_011426.png	33K
data\cghd_text\cghd_027904.png	2
data\cghd_text\cghd_034147.png	470
data\cghd_text\cghd_029343.png	5
data\cghd_text\cghd_013887.png	10u
data\cghd_text\cghd_033875.png	A
data\cghd_text\cghd_021061.png	13
data\cghd_text\cghd_023244.png	68k
data\cghd_text\cghd_023355.png	10mH
data\cghd_text\cghd_010009.png	5V
data\cghd_text\cghd_030900.png	M1
data\cghd_text\cghd_026381.png	AA
data\cghd_text\cghd_019934.png	2
data\cghd_text\cghd_034353.png	1K1
data\cghd_text\cghd_007332.png	560Ω
data\cghd_text\cghd_000277.png	24V
data\cghd_text\cghd_026242.png	3V
data\cghd_text\cghd_019698.png	100
data\cghd_text\cghd_005675.png	9
data\cghd_text\cghd_031626.png	+12V
data\cghd_text\cghd_004335.png	10K
data\cghd_text\cghd_029868.png	F3.1
data\cghd_text\cghd_015535.png	10
data\cghd_text\cghd_033003.png	4
data\cghd_text\cghd_022354.png	10K
data\cghd_text\cghd_025151.png	5.11K
data\cghd_text\cghd_025568.png	A
data\cghd_text\cghd_028332.png	7400
data\cghd_text\cghd_032003.png	33n
data\cghd_text\cghd_016819.png	22
data\cghd_text\cghd_013418.png	1
data\cghd_text\cghd_021351.png	47K
data\cghd_text\cghd_008817.png	2
data\cghd_text\cghd_006774.png	0V
data\cghd_text\cghd_022206.png	4.7k
data\cghd_text\cghd_007376.png	560Ω
data\cghd_text\cghd_021213.png	8
data\cghd_text\cghd_007253.png	330K
data\cghd_text\cghd_028085.png	8
data\cghd_text\cghd_007022.png	270K
data\cghd_text\cghd_031618.png	200mH
data\cghd_text\cghd_025553.png	+3.7V
data\cghd_text\cghd_018751.png	20K
data\cghd_text\cghd_027978.png	10
data\cghd_text\cghd_005338.png	1
data\cghd_text\cghd_034845.png	11
data\cghd_text\cghd_012666.png	2
data\cghd_text\cghd_000899.png	1kΩ
data\cghd_text\cghd_009341.png	4.7K
data\cghd_text\cghd_002961.png	131Ω
data\cghd_text\cghd_022572.png	150nF
data\cghd_text\cghd_033466.png	2K2
data\cghd_text\cghd_024541.png	2
data\cghd_text\cghd_008475.png	11
data\cghd_text\cghd_029310.png	6Ω
data\cghd_text\cghd_027448.png	9V
data\cghd_text\cghd_005358.png	4
data\cghd_text\cghd_011280.png	6.8kΩ
data\cghd_text\cghd_011460.png	1nF
data\cghd_text\cghd_018066.png	13
data\cghd_text\cghd_019230.png	10K
data\cghd_text\cghd_015551.png	31
data\cghd_text\cghd_028523.png	+5V
data\cghd_text\cghd_031474.png	4756
data\cghd_text\cghd_005819.png	3V
data\cghd_text\cghd_014617.png	1K
data\cghd_text\cghd_031985.png	2021
data\cghd_text\cghd_016016.png	33
data\cghd_text\cghd_032112.png	12V
data\cghd_text\cghd_007927.png	24K
data\cghd_text\cghd_001001.png	50V
data\cghd_text\cghd_022320.png	4.7k
data\cghd_text\cghd_004059.png	8
data\cghd_text\cghd_030247.png	3
data\cghd_text\cghd_020821.png	100nF
data\cghd_text\cghd_013007.png	3
data\cghd_text\cghd_016551.png	2
data\cghd_text\cghd_015211.png	1
data\cghd_text\cghd_026984.png	+9V
data\cghd_text\cghd_012070.png	47KΩ
data\cghd_text\cghd_008977.png	1
data\cghd_text\cghd_006524.png	V
data\cghd_text\cghd_034503.png	1M
data\cghd_text\cghd_011808.png	100Ω
data\cghd_text\cghd_030082.png	V1
data\cghd_text\cghd_001656.png	1
data\cghd_text\cghd_014956.png	15KΩ
data\cghd_text\cghd_001083.png	330
data\cghd_text\cghd_008175.png	10n
data\cghd_text\cghd_001888.png	4
data\cghd_text\cghd_027426.png	9V
data\cghd_text\cghd_034587.png	8
data\cghd_text\cghd_027293.png	4
data\cghd_text\cghd_028677.png	270K
data\cghd_text\cghd_006316.png	3
data\cghd_text\cghd_005693.png	22uF
data\cghd_text\cghd_000948.png	V
data\cghd_text\cghd_034780.png	8.2K
data\cghd_text\cghd_028813.png	9V
data\cghd_text\cghd_017179.png	2
data\cghd_text\cghd_027895.png	100n
data\cghd_text\cghd_025575.png	+3.7V
data\cghd_text\cghd_004444.png	220
data\cghd_text\cghd_013218.png	3
data\cghd_text\cghd_016606.png	A9
data\cghd_text\cghd_023251.png	8
data\cghd_text\cghd_010194.png	22K
data\cghd_text\cghd_002150.png	1uF
data\cghd_text\cghd_005209.png	-
data\cghd_text\cghd_025935.png	3V3
data\cghd_text\cghd_016884.png	37
data\cghd_text\cghd_001841.png	1
data\cghd_text\cghd_026903.png	10K
data\cghd_text\cghd_032997.png	3
data\cghd_text\cghd_028416.png	11
data\cghd_text\cghd_016924.png	14
data\cghd_text\cghd_024887.png	2u
data\cghd_text\cghd_015874.png	28
data\cghd_text\cghd_024279.png	+5V
data\cghd_text\cghd_035158.png	100Ω
data\cghd_text\cghd_026999.png	+9
data\cghd_text\cghd_029931.png	A1
data\cghd_text\cghd_006926.png	1
data\cghd_text\cghd_014474.png	21
data\cghd_text\cghd_006158.png	25V
data\cghd_text\cghd_002925.png	100nF
data\cghd_text\cghd_021153.png	7
data\cghd_text\cghd_019823.png	7
data\cghd_text\cghd_013656.png	+5V
data\cghd_text\cghd_023881.png	80Ω
data\cghd_text\cghd_008828.png	32
data\cghd_text\cghd_010514.png	+12V
data\cghd_text\cghd_027060.png	39
data\cghd_text\cghd_025363.png	1
data\cghd_text\cghd_034371.png	100Ω
data\cghd_text\cghd_024370.png	3K
data\cghd_text\cghd_009846.png	680K
data\cghd_text\cghd_004403.png	A2
data\cghd_text\cghd_007469.png	1K8
data\cghd_text\cghd_028472.png	1
data\cghd_text\cghd_003218.png	200 H
data\cghd_text\cghd_022441.png	+12
data\cghd_text\cghd_022812.png	470k
data\cghd_text\cghd_034296.png	1
data\cghd_text\cghd_016109.png	7
data\cghd_text\cghd_027618.png	180
data\cghd_text\cghd_035255.png	2.2K
data\cghd_text\cghd_035436.png	+
data\cghd_text\cghd_009930.png	5V
data\cghd_text\cghd_026006.png	120Ω
data\cghd_text\cghd_026784.png	+
data\cghd_text\cghd_011071.png	9V
data\cghd_text\cghd_000662.png	9V
data\cghd_text\cghd_012204.png	9
data\cghd_text\cghd_029393.png	330
data\cghd_text\cghd_031897.png	6V
data\cghd_text\cghd_030173.png	F2
data\cghd_text\cghd_015571.png	22
data\cghd_text\cghd_024436.png	K1
data\cghd_text\cghd_001615.png	A
data\cghd_text\cghd_007784.png	8
data\cghd_text\cghd_022626.png	22KΩ
data\cghd_text\cghd_010862.png	2
data\cghd_text\cghd_028801.png	+
data\cghd_text\cghd_029149.png	2
data\cghd_text\cghd_012969.png	n1
data\cghd_text\cghd_034915.png	6
data\cghd_text\cghd_033109.png	1M
data\cghd_text\cghd_022729.png	100pF
data\cghd_text\cghd_022308.png	+12
data\cghd_text\cghd_019944.png	5V
data\cghd_text\cghd_020258.png	6
data\cghd_text\cghd_004713.png	50V
data\cghd_text\cghd_013204.png	1
data\cghd_text\cghd_009024.png	25
data\cghd_text\cghd_005642.png	100K
data\cghd_text\cghd_001227.png	4
data\cghd_text\cghd_015500.png	2
data\cghd_text\cghd_019954.png	5V
data\cghd_text\cghd_018744.png	62K
data\cghd_text\cghd_015911.png	5
data\cghd_text\cghd_021456.png	2
data\cghd_text\cghd_012551.png	+5V
data\cghd_text\cghd_008655.png	7
data\cghd_text\cghd_032771.png	220Ω
data\cghd_text\cghd_028766.png	7
data\cghd_text\cghd_011267.png	5
data\cghd_text\cghd_028840.png	9V
data\cghd_text\cghd_017551.png	10K
data\cghd_text\cghd_028425.png	3
data\cghd_text\cghd_009374.png	10K
data\cghd_text\cghd_025747.png	A0
data\cghd_text\cghd_003309.png	15V
data\cghd_text\cghd_025544.png	+3.7V
data\cghd_text\cghd_033719.png	100n
data\cghd_text\cghd_003461.png	F2
data\cghd_text\cghd_030308.png	6
data\cghd_text\cghd_003283.png	470u
data\cghd_text\cghd_030790.png	10nF
data\cghd_text\cghd_031615.png	220K
data\cghd_text\cghd_024850.png	V
data\cghd_text\cghd_019093.png	33p
data\cghd_text\cghd_019265.png	100
data\cghd_text\cghd_018566.png	0.1uF
data\cghd_text\cghd_004856.png	3.3K
data\cghd_text\cghd_034578.png	12V
data\cghd_text\cghd_013580.png	100nF
data\cghd_text\cghd_003687.png	1
data\cghd_text\cghd_013749.png	12M
data\cghd_text\cghd_025614.png	330nF
data\cghd_text\cghd_031874.png	4
data\cghd_text\cghd_019253.png	5
data\cghd_text\cghd_020416.png	2
data\cghd_text\cghd_022951.png	+
data\cghd_text\cghd_025773.png	4.7kΩ
data\cghd_text\cghd_000405.png	A0.2
data\cghd_text\cghd_032636.png	470Ω
data\cghd_text\cghd_030053.png	A2
data\cghd_text\cghd_015012.png	1mH
data\cghd_text\cghd_017029.png	470
data\cghd_text\cghd_009050.png	330
